unidadEjecutora;fechaEvento;perdidaBruta;recuperacion;perdidaReconocida;detalleNivel3;detalleNivel2;detalleNivel1;causa
Unidad Legal;7-feb-18;472.80;0.00;472.80;3.1.1 - Cuestiones relativas a remuneración, prestaciones sociales, extinción de contratos;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Negocios Corporativa;23-abr-19;254.00;0.00;254.00;1.2.2 - Hurto / extorsión / malversación / robo;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Corporativa;21-ago-16;148.99;0.00;148.99;7.1.2 - Errores de introducción de datos, mantenimiento o descarga;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios El Salvador;23-jun-18;99.00;0.00;99.00;4.1.4 - Quebrantamiento de privacidad;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;13-oct-15;349.62;0.00;349.62;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Cumplimiento;14-mar-19;131.17;0.00;131.17;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;10-feb-20;135.36;0.00;135.36;7.5.1 - Fallos de contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;9-may-16;889.55;0.00;889.55;4.1.2 - Aspectos de adecuación/divulgación información;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Corporativa;11-jul-16;192.46;0.00;192.46;3.2.2 - Casos relacionados con normas higiene y seguridad de trabajo;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Riesgos;10-jul-17;317.62;0.00;317.62;4.3.1 - Defectos del producto (no autorizado, etc.);4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Auditoría Interna;27-abr-19;90.86;0.00;90.86;1.1.2 - Operaciones no autorizadas (con pérdidas pecuniarias);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;7-jul-16;44.38;0.00;44.38;5.1.2 - Pérdidas humanas por causas externas (terrorismo, vandalismo);5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Calidad y Productividad;5-nov-16;389.86;87.82;302.04;4.2.3 - Manipulación del mercado;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones;24-dic-19;2911.87;0.00;2911.87;1.2.4 - Destrucción dolosa de activos;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;24-sept-16;89.01;0.00;89.01;7.5.1 - Fallos de contrapartes distintas de clientes;7.5 - Contrapartes comerciales;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;14-may-17;2038.38;0.00;2038.38;4.1.7 - Abuso de información confidencial;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;3-jun-19;610.41;0.00;610.41;1.1.1 - Operaciones no reveladas (intencionalmente);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Finanzas y Contabilidad;30-ago-17;570.94;0.00;570.94;4.2.5 - Blanqueo de dinero;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Corporativa;3-mar-19;178.09;0.00;178.09;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Cumplimiento;3-dic-19;1071.58;0.00;1071.58;7.4.1 - Acceso no autorizado a cuentas;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad Legal;26-ago-17;502.21;0.00;502.21;2.1.1 - Hurto/ robo;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Finanzas y Contabilidad;7-mar-18;363.18;0.00;363.18;4.1.8 - Responsabilidad del prestamista;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Calidad y Productividad;21-ene-17;189.00;0.00;189.00;7.1.1 - Comunicación defectuosa;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones;16-jul-19;186.45;0.00;186.45;7.1.9 - Mantenimiento de datos de referencia;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Tecnología;26-jun-16;646.61;0.00;646.61;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Proyectos;7-abr-16;63.35;0.00;63.35;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Operaciones  -Préstamos;25-ene-18;329.24;0.00;329.24;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Nicaragua;31-may-16;387.26;0.00;387.26;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;14-nov-15;217.93;0.00;217.93;4.1.2 - Aspectos de adecuación/divulgación información;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Administración y Recursos Humanos;11-ene-20;61.98;0.00;61.98;4.4.2 - Superación de los límites de riesgo frente a clientes;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Costa Rica;15-mar-15;761.00;0.00;761.00;4.1.1 - Abusos de confianza / incumplimiento de pautas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Panamá;22-abr-15;206.05;0.00;206.05;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Negocios Guatemala;30-ene-20;838.23;0.00;838.23;2.2.1 - Daños por ataques informáticos;2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Negocios El Salvador;24-mar-17;349.90;0.00;349.90;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Riesgos;21-abr-19;104.85;0.00;104.85;7.1.7 - Fallo en la entrega;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Auditoría Interna;10-oct-15;623.85;0.00;623.85;2.1.1 - Hurto/ robo;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Administración y Recursos Humanos;29-nov-15;85.95;0.00;85.95;7.3.1 - Inexistencia de autorizaciones / rechazos de clientes;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;16-oct-15;180.29;0.00;180.29;4.2.5 - Blanqueo de dinero;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones;11-sept-18;252.33;0.00;252.33;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Administración y Recursos Humanos;27-feb-20;416.59;0.00;416.59;7.1.1 - Comunicación defectuosa;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;27-ene-19;297.94;0.00;297.94;4.2.5 - Blanqueo de dinero;4.2 - Prácticas empresariales o de mercado improcedentes;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;4-mar-19;421.42;0.00;421.42;7.3.2 - Documentos jurídicos inexistentes / incompletos;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;31-jul-18;145.21;0.00;145.21;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Corporativa;27-feb-19;615.60;0.00;615.60;7.1.2 - Errores de introducción de datos, mantenimiento o descarga;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Administración y Recursos Humanos;3-oct-17;52.66;0.00;52.66;7.1.6 - Errores en otras tareas;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;16-oct-19;506.43;0.00;506.43;1.2.9 - Incumplimiento / evasión de impuestos (intencional);1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Tecnología;8-may-17;379.28;156.97;222.31;7.6.2 - Litigios con distribuidores;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Nicaragua;29-dic-19;63.18;0.00;63.18;7.3.1 - Inexistencia de autorizaciones / rechazos de clientes;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;30-ene-20;130.50;0.00;130.50;5.1.2 - Pérdidas humanas por causas externas (terrorismo, vandalismo);5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Negocios Corporativa;21-ago-15;254.18;0.00;254.18;2.1.2 - Falsificación;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Calidad y Productividad;31-jul-19;110.11;0.00;110.11;2.1.2 - Falsificación;2.1 - Hurto y fraude;2 - Fraude externo;Eventos externos
Unidad de Operaciones;25-feb-16;1748.14;0.00;1748.14;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Negocios Panamá;22-oct-15;300.95;112.11;188.84;4.5.1 - Litigios sobre resultados de las actividades de asesoramiento;4.5 - Actividades de asesoramiento;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;4-mar-17;85.00;0.00;85.00;6.1.4 - Interrupción / incidencias en el suministro;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Finanzas y Contabilidad;6-dic-17;714.09;106.78;607.31;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Cumplimiento;23-feb-16;523.00;0.00;523.00;4.1.4 - Quebrantamiento de privacidad;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Cumplimiento;12-may-17;1618.00;739.07;878.93;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Finanzas y Contabilidad;14-oct-19;687.64;0.00;687.64;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;27-jun-16;449.02;205.10;243.92;7.1.3 - Incumplimiento de plazos o de responsabilidades;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios Corporativa;27-ago-15;2545.84;0.00;2545.84;3.2.3 - Indemnización a los trabajadores;3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Calidad y Productividad;9-may-18;120.85;0.00;120.85;5.1.2 - Pérdidas humanas por causas externas (terrorismo, vandalismo);5.1 - Desastres y otros acontecimientos;5 - Daños a activos materiales;Personas
Unidad de Administración y Recursos Humanos;14-oct-15;234.40;0.00;234.40;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Cumplimiento;28-ago-16;19.81;0.00;19.81;6.1.2 - Software;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Finanzas y Contabilidad;8-ago-17;707.30;0.00;707.30;7.1.3 - Incumplimiento de plazos o de responsabilidades;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Finanzas y Contabilidad;21-dic-16;170.76;0.00;170.76;2.2.2 - Robo de información (con pérdidas pecuniarias);2.2 - Seguridad de los sistemas;2 - Fraude externo;Eventos externos
Unidad de Negocios Corporativa;21-feb-18;208.44;0.00;208.44;7.6.2 - Litigios con distribuidores;7.6 - Distribuidores y proveedores;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Cumplimiento;10-ago-16;1574.00;0.00;1574.00;3.1.1 - Cuestiones relativas a remuneración, prestaciones sociales, extinción de contratos;3.1 - Relaciones laborales;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad Legal;20-mar-15;129.32;0.00;129.32;4.3.1 - Defectos del producto (no autorizado, etc.);4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Finanzas y Contabilidad;15-may-17;425.62;0.00;425.62;7.3.2 - Documentos jurídicos inexistentes / incompletos;7.3 - Aceptación de  clientes y documentación;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Calidad y Productividad;9-sept-15;512.39;0.00;512.39;4.1.2 - Aspectos de adecuación/divulgación información;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones;30-ago-16;442.75;0.00;442.75;3.2.1 - Responsabilidad en general (resbalones, etc.);3.2 - Higiene y seguridad en el trabajo;3 - Relaciones laborales y seguridad en el puesto de trabajo;Personas
Unidad de Tecnología;2-abr-17;232.67;0.00;232.67;4.3.2 - Error de los modelos;4.3 - Productos defectuosos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Proyectos;14-feb-18;235.08;0.00;235.08;7.4.3 - Pérdida o daño de activos de clientes por negligencia;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Operaciones  -Préstamos;28-jul-16;183.10;0.00;183.10;6.1.3 - Telecomunicaciones;6.1 - Sistemas;6 - Incidencias en el negocio y fallos en los sistemas;Sistemas
Unidad de Negocios Nicaragua;8-sept-18;747.62;0.00;747.62;1.2.6 - Utilización de cheques sin fondos;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Finanzas y Contabilidad;16-dic-16;305.95;0.00;305.95;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;13-abr-19;478.17;0.00;478.17;1.2.1 - Fraude / fraude crediticio/ depósitos sin valor;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Negocios Costa Rica;7-dic-18;110.25;0.00;110.25;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Negocios Panamá;26-nov-18;339.39;0.00;339.39;4.1.3 - Quebrantamiento de la privacidad de información sobre clientes minoristas;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Negocios Guatemala;8-oct-17;103.51;0.00;103.51;7.4.1 - Acceso no autorizado a cuentas;7.4 - Gestión de cuentas de clientes;7 - Ejecución, entrega y gestión de procesos;Personas
Unidad de Negocios El Salvador;24-jul-16;1.00;0.00;130.00;1.2.8 - Apropiación de cuentas, de identidad, etc.;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Riesgos;10-jun-18;890.86;0.00;890.86;1.2.5 - Falsificación;1.2 - Hurto y fraude;1 - Fraude interno;Personas
Unidad de Auditoría Interna;27-nov-15;34.10;0.00;34.10;4.1.4 - Quebrantamiento de privacidad;4.1 - Adecuación, divulgación de información y confianza;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Administración y Recursos Humanos;31-mar-17;589.82;0.00;589.82;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Calidad y Productividad;22-mar-19;55.96;0.00;55.96;4.4.2 - Superación de los límites de riesgo frente a clientes;4.4 - Selección, patrocinio y riesgos;4 - Clientes, productos y prácticas empresariales;Personas
Unidad de Operaciones;21-ene-20;221.89;0.00;221.89;1.2.3 - Valoración errónea de posiciones (intencional);1.1 - Actividades no autorizadas;1 - Fraude interno;Personas
Unidad de Administración y Recursos Humanos;12-mar-19;24.82;0.00;24.82;7.1.8 - Fallo en la gestión del colateral;7.1 - Recepción, ejecución y mantenimiento de operaciones;7 - Ejecución, entrega y gestión de procesos;Personas
