"","area","prov","sexo","f1_s2_8_1","region","etnia","gedad_meses","f1_s1_1","f1_s1_2","f1_s1_3","f1_s1_4","f1_s1_5","f1_s1_6_1","f1_s1_6_2","f1_s1_6_3","f1_s1_9","f1_s1_11","f1_s1_12","f1_s1_13","f1_s1_21","f1_s1_24","f1_s1_25","f1_s1_42","f1_s1_43","f1_s1_44_1","f1_s1_44_2","f1_s1_44_3","f1_s1_44_4","f1_s1_44_5","f1_s1_44_6","f1_s1_44_7","f1_s1_44_10","f1_s6_1_1","f1_s6_1_2","f1_s6_1_3","dcronica"
"19264","Rural","Pr_23","Hombre","Ninguno","Costa","3","1","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Bueno","Regular","Gas","Calle","ExclusivoHogar","PozoSeptico","Pozo","Otro","PozoEntubado","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","DCI_0"
"7116","Rural","Pr_09","Mujer","IESSGen","Sierra","3","5","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Queman","NoTiene","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","SI","NO","SI","DCI_0"
"4081","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","6","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"19600","Urbano","Pr_23","Hombre","IESSGen","Costa","3","8","Carretera","Casa","Hormigon","Cemento","Asbesto","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"17326","Urbano","Pr_22","Mujer","IESSGen","Oriente","3","8","Empedrado","Casa","Zinc","Duela","Madera","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"14634","Urbano","Pr_17","Mujer","IESSGen","Costa","1","5","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","NO","SI","NO","NO","NO","NO","DCI_0"
"7876","Rural","Pr_10","Mujer","Ninguno","Costa","1","8","Lastrado","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"9370","Rural","Pr_12","Mujer","IESSGen","Sierra","3","1","Lastrado","Mediagua","Zinc","Cemento","Hormigon","Bueno","Regular","Bueno","Gas","Queman","NoTiene","PozoSeptico","Pozo","TuberiaFueraDentro","PozoEntubado","NO","SI","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"7709","Urbano","Pr_10","Hombre","ISSFA","Costa","2","5","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"5425","Urbano","Pr_08","Hombre","IESSGen","Sierra","2","4","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"900","Rural","Pr_02","Hombre","Campesino","Costa","3","7","Lastrado","Rancho","Zinc","Tabla","Madera","Bueno","Regular","Regular","Gas","Queman","NoTiene","NoTiene","Pozo","TuberiaFueraDentro","PozoEntubado","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"13471","Urbano","Pr_16","Hombre","ISSFA","Oriente","3","5","Empedrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"4879","Urbano","Pr_07","Mujer","IESSGen","Sierra","3","8","Carretera","Casa","Hormigon","Tabla","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"19590","Urbano","Pr_23","Mujer","Ninguno","Costa","3","8","Empedrado","Casa","Zinc","Cemento","Hormigon","Regular","Malo","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","SI","NO","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"13645","Rural","Pr_16","Mujer","Ninguno","Oriente","1","8","Sendero","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Lenia","Calle","NoTiene","NoTiene","Rio","Otro","RioAce","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"13509","Urbano","Pr_16","Hombre","Ninguno","Oriente","3","1","Carretera","Casa","Hormigon","Tabla","Hormigon","Bueno","Bueno","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","NO","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"9523","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","1","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"19173","Urbano","Pr_23","Hombre","ISSFA","Costa","3","6","Carretera","Depar","Zinc","Cemento","Hormigon","Bueno","Bueno","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"6609","Urbano","Pr_09","Mujer","Ninguno","Sierra","3","2","Carretera","Depar","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"10696","Urbano","Pr_13","Mujer","IESSGen","Sierra","3","3","Carretera","Casa","Hormigon","Ceramica","Asbesto","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"10770","Rural","Pr_13","Mujer","Campesino","Sierra","3","6","Carretera","Rancho","Zinc","Cemento","Cania","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Tuberia","TuberiaFueraDentro","Ebotellada","NO","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"2132","Rural","Pr_04","Hombre","IESSGen","Costa","3","5","Empedrado","Casa","Asbesto","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","NO","NO","NO","DCI_1"
"521","Urbano","Pr_01","Mujer","Ninguno","Costa","3","1","Lastrado","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"17515","Urbano","Pr_22","Hombre","Ninguno","Oriente","3","8","Lastrado","Mediagua","Zinc","Duela","Madera","Malo","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","TuberiaFueraDentro","Ebotellada","NO","SI","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"5739","Rural","Pr_08","Hombre","Ninguno","Sierra","3","3","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_1"
"8808","Urbano","Pr_11","Hombre","Ninguno","Costa","3","7","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","SI","SI","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"10332","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","8","Empedrado","Mediagua","Zinc","Tabla","Baha","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"2968","Urbano","Pr_06","Mujer","IESSGen","Costa","3","3","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"13532","Urbano","Pr_16","Mujer","Ninguno","Oriente","1","1","Carretera","Cuarto","Zinc","Cemento","Hormigon","Bueno","Bueno","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","NO","SI","NO","SI","NO","NO","NO","SI","SI","DCI_0"
"13900","Urbano","Pr_16","Mujer","Ninguno","Oriente","3","5","Carretera","Cuarto","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"440","Rural","Pr_01","Hombre","Ninguno","Costa","3","6","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"17931","Rural","Pr_22","Hombre","Ninguno","Oriente","3","6","Carretera","Casa","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","SI","SI","SI","SI","NO","SI","NO","SI","SI","SI","NO","NO","NO","DCI_0"
"8130","Rural","Pr_10","Hombre","Ninguno","Costa","1","3","Lastrado","Casa","Teja","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","SI","SI","SI","DCI_1"
"13824","Rural","Pr_16","Hombre","Ninguno","Oriente","3","1","Lastrado","Rancho","Zinc","Tabla","Madera","Bueno","Bueno","Bueno","Gas","Queman","NoTiene","NoTiene","Rio","Otro","RioAce","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"7681","Urbano","Pr_10","Mujer","Ninguno","Costa","3","1","Sendero","Casa","Teja","Tabla","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"11207","Urbano","Pr_13","Mujer","Ninguno","Sierra","3","8","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","NO","SI","SI","SI","SI","SI","NO","SI","SI","SI","DCI_1"
"3484","Urbano","Pr_06","Hombre","Ninguno","Costa","3","8","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"6028","Urbano","Pr_08","Mujer","Ninguno","Sierra","3","6","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"9987","Rural","Pr_12","Mujer","Ninguno","Sierra","3","7","Lastrado","Rancho","Zinc","Cemento","Baha","Regular","Malo","Bueno","Gas","Queman","NoTiene","PozoSeptico","Rio","Otro","RioAce","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","NO","SI","DCI_0"
"16276","Urbano","Pr_20","Mujer","IESSGen","Insular","4","6","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"8932","Urbano","Pr_11","Hombre","IESSGen","Costa","3","1","Lastrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","SI","NO","NO","DCI_0"
"15043","Urbano","Pr_18","Hombre","Ninguno","Costa","1","1","Carretera","Mediagua","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"5070","Rural","Pr_07","Mujer","Campesino","Sierra","3","3","Carretera","Casa","Zinc","Duela","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"1724","Urbano","Pr_04","Hombre","Ninguno","Costa","3","8","Carretera","Casa","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"16582","Urbano","Pr_21","Mujer","IESSGen","Oriente","3","8","Carretera","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","SI","NO","SI","SI","NO","SI","NO","SI","SI","SI","SI","SI","SI","DCI_0"
"12756","Rural","Pr_15","Hombre","Ninguno","Oriente","3","2","Lastrado","Mediagua","Asbesto","Tabla","Madera","Regular","Regular","Regular","Lenia","Municipio","NoTiene","PozoSeptico","Rio","TuberiaFueraDentro","RioAce","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","DCI_1"
"10591","Urbano","Pr_13","Mujer","IESSGen","Sierra","3","8","Empedrado","Casa","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"8158","Urbano","Pr_10","Mujer","Ninguno","Costa","1","2","Empedrado","Casa","Teja","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","Compartido","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_1"
"11807","Rural","Pr_13","Hombre","Ninguno","Sierra","3","5","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","Pozo","Otro","PozoNoProteg","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"20064","Urbano","Pr_24","Hombre","IESSGen","Sierra","3","1","Lastrado","Mediagua","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"16060","Rural","Pr_20","Hombre","Ninguno","Insular","3","3","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"7441","Rural","Pr_09","Hombre","Ninguno","Sierra","3","1","Sendero","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoCiego","Rio","Otro","RioAce","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","DCI_0"
"8960","Rural","Pr_11","Hombre","Ninguno","Costa","3","1","Lastrado","Mediagua","Zinc","Tierra","Hormigon","Regular","Regular","Malo","Gas","Queman","ExclusivoHogar","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"9318","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","8","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","NO","SI","NO","SI","NO","SI","NO","NO","NO","NO","DCI_0"
"8228","Urbano","Pr_10","Mujer","Ninguno","Costa","3","3","Carretera","Cuarto","Asbesto","Cemento","Adobe","Bueno","Regular","Regular","Gas","Municipio","Compartido","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"7147","Urbano","Pr_09","Mujer","Ninguno","Sierra","3","8","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Malo","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"11418","Urbano","Pr_13","Mujer","Ninguno","Sierra","5","4","Empedrado","Rancho","Zinc","Tabla","Cania","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Tuberia","TuberiaFuera","Ebotellada","NO","NO","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"9039","Urbano","Pr_12","Hombre","IESSGen","Sierra","3","5","Sendero","Casa","Zinc","Duela","Madera","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","NO","SI","NO","SI","SI","NO","NO","NO","SI","DCI_0"
"14346","Urbano","Pr_17","Hombre","IESSGen","Costa","3","1","Carretera","Depar","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","DCI_0"
"14912","Urbano","Pr_18","Hombre","IESSGen","Costa","1","7","Carretera","Cuarto","Asbesto","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"15238","Urbano","Pr_18","Mujer","IESSGen","Costa","3","6","Carretera","Casa","Zinc","Marmol","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"7428","Urbano","Pr_09","Mujer","Ninguno","Sierra","3","3","Sendero","Rancho","Zinc","Tierra","Cania","Bueno","Regular","Malo","Gas","Queman","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"9017","Urbano","Pr_12","Mujer","IESSGen","Sierra","3","2","Lastrado","Casa","Hormigon","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"2323","Rural","Pr_05","Hombre","Ninguno","Costa","1","4","Lastrado","Depar","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","DCI_1"
"10413","Rural","Pr_12","Hombre","IESSGen","Sierra","3","4","Lastrado","Rancho","Zinc","Tabla","Cania","Malo","Malo","Malo","Gas","Municipio","Compartido","PozoSeptico","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"19936","Urbano","Pr_24","Mujer","Ninguno","Sierra","3","1","Sendero","Casa","Asbesto","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"16618","Urbano","Pr_21","Mujer","Ninguno","Oriente","3","4","Sendero","Mediagua","Zinc","Tierra","Hormigon","Regular","Regular","Malo","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","TuberiaFueraDentro","Ebotellada","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","SI","SI","SI","DCI_0"
"17732","Rural","Pr_22","Mujer","IESSVol","Oriente","3","6","Sendero","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Queman","NoTiene","NoTiene","Pozo","Otro","PozoNoProteg","NO","NO","SI","NO","NO","SI","NO","NO","SI","SI","SI","SI","SI","DCI_0"
"3954","Urbano","Pr_07","Hombre","IESSGen","Sierra","3","4","Carretera","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"775","Rural","Pr_02","Hombre","Campesino","Costa","3","1","Lastrado","Casa","Zinc","Tabla","Madera","Bueno","Bueno","Bueno","Gas","Calle","NoTiene","NoTiene","Rio","Otro","RioAce","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","DCI_0"
"18052","Urbano","Pr_22","Mujer","Ninguno","Oriente","3","2","Carretera","Cuarto","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","Compartido","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","DCI_0"
"17644","Rural","Pr_22","Hombre","Ninguno","Oriente","1","7","Lastrado","Casa","Zinc","Tabla","Madera","Malo","Malo","Malo","Lenia","Queman","NoTiene","Letrina","Rio","Otro","RioAce","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_1"
